place-IV,lng-IV,lat-IV,lng-OSM,lat-OSM,uuid,uri,place,county,"distance (km)","longitude negated"
Wigglesworth,-1.98,54.08,-2.2916364,54.0080496,IV1680-386-53,http://www.openstreetmap.org/node/298845186,Wigglesworth,"Yorkshire West Riding",2.6,,100
Wighton,0.88,53.01,0.8843401,52.921682,IV1680-386-59,http://www.openstreetmap.org/node/29282480,Wighton,Norfolk,0.71,,100
Wigley,-1.53,51,-1.5382133,50.9510913,IV1680-387-05,http://www.openstreetmap.org/node/1647238192,Wigley,Hampshire,1.98,,100
Wigmere,1.08,51.16,1.1284217,51.1774079,IV1680-387-06,http://www.openstreetmap.org/node/29175342,Wingmore,Kent,0.44,,80
Wigmore,-2.83,52.33,-2.8600823,52.3158346,IV1680-387-07,http://www.openstreetmap.org/node/1374300398,Wigmore,Herefordshire,0.35,,100
Wigtoft,-0.01,52.96,-0.1239868,52.9083331,IV1680-387-17,http://www.openstreetmap.org/node/244452638,Wigtoft,Lincolnshire,1.29,,100
Wigwigg,-2.56,52.63,-2.5814734,52.6100293,IV1680-387-21,http://www.openstreetmap.org/node/2469478415,Wigwig,Shropshire,3.39,,92.31
Wike,-2.5,51.48,-2.4253212,51.4534264,IV1680-387-23,http://www.openstreetmap.org/node/21261195,Wick,Gloucestershire,1.43,,75
Wike,-2.48,52.65,-2.5213406,52.6158923,IV1680-387-26,http://www.openstreetmap.org/node/52860355,Wyke,Shropshire,2.3,,75
Wike,-1.26,53.88,-1.4881789,53.8742422,IV1680-387-29,http://www.openstreetmap.org/node/27481422,Wike,"Yorkshire West Riding",3.65,,100
Wiken,-1.36,52.53,-1.4591023,52.41839,IV1680-387-32,http://www.openstreetmap.org/node/358534645,Wyken,Warwickshire,3.74,,80
Wikenby,-0.2,53.35,-0.3678494,53.3234976,IV1680-387-33,http://www.openstreetmap.org/node/243406325,Wickenby,Lincolnshire,3.6,,93.33
Wikersley,-1.08,53.45,-1.2816916,53.4203291,IV1680-387-34,http://www.openstreetmap.org/node/454168446,Wickersley,"Yorkshire West Riding",1.62,,94.74
Wikin,-1.31,52.65,-1.4023023,52.5552538,IV1680-387-37,http://www.openstreetmap.org/node/4214373684,Wykin,Leicestershire,3.45,,80
Wilam,-1.4,55.01,-1.8222825,54.9769729,IV1680-387-38,http://www.openstreetmap.org/node/29270331,Wylam,Northumberland,0.83,,80
Wilbaston,-0.71,52.53,-0.8025259,52.4860306,IV1680-387-39,http://www.openstreetmap.org/node/27304827,Wilbarston,Northamptonshire,0.88,,94.74
Wilber-Fosse,-0.65,54,-0.8899665,53.9489408,IV1680-387-40,http://www.openstreetmap.org/node/138111904,Wilberfoss,"Yorkshire East Riding",3.71,,90.91
Wilberton,0.15,52.35,0.1777163,52.3531661,IV1680-387-42,http://www.openstreetmap.org/node/21345918,Wilburton,Cambridgeshire,1.1,,88.89
Wilberton,0.08,53.03,-0.0411564,52.9544795,IV1680-387-43,http://www.openstreetmap.org/node/31508611,Wyberton,Lincolnshire,1.07,,82.35
Wilby,1.03,52.51,0.9906484,52.4696155,IV1680-387-50,http://www.openstreetmap.org/node/1792285923,Wilby,Norfolk,2.77,,100
Wilby,-0.68,52.31,-0.7300068,52.2872534,IV1680-387-51,http://www.openstreetmap.org/node/29622202,Wilby,Northamptonshire,0.47,,100
Wilcot,-2.88,52.83,-2.9237366,52.7617296,IV1680-387-55,http://www.openstreetmap.org/node/8081339735,Wilcott,Shropshire,7.58,,92.31
Wilcot,-1.76,51.38,-1.7984855,51.3501619,IV1680-387-56,http://www.openstreetmap.org/node/291937706,Wilcot,Wiltshire,1.67,,100
Wilcrike,-2.83,51.66,-2.8538394,51.5884893,IV1680-387-57,http://www.openstreetmap.org/node/6304272359,Wilcrick,Monmouthshire,0.85,,87.5
Wilden,-0.4,52.21,-0.3960161,52.182765,IV1680-387-60,http://www.openstreetmap.org/node/14676757,Wilden,Bedfordshire,1.85,,100
Wildsworth,-0.61,53.55,-0.7839006,53.4719692,IV1680-388-03,http://www.openstreetmap.org/node/243891733,Wildsworth,Lincolnshire,2.3,,100
Wilford,-1.01,53,-1.1576602,52.9337155,IV1680-388-06,http://www.openstreetmap.org/node/469815188,Wilford,Nottinghamshire,1.25,,100
Wisksby,0,53.21,-0.0818711,53.1483646,IV1680-388-08,http://www.openstreetmap.org/node/29281921,Wilksby,Lincolnshire,1.89,,85.71
Willaston,-2.41,53.15,-2.4770537,53.0800255,IV1680-388-09,http://www.openstreetmap.org/node/277283364,Wistaston,Cheshire,2.16,,77.78
Willaston,-2.83,53.4,-3.010181,53.2985264,IV1680-388-10,http://www.openstreetmap.org/node/3281281608,"Willaston Mills",Cheshire,0.78,,75
Willen-hall,-1.35,52.48,-1.4664169,52.3862676,IV1680-388-13,http://www.openstreetmap.org/node/358470790,Willenhall,Warwickshire,1.32,,95.24
Willerby,-0.31,53.83,-0.4465522,53.7573815,IV1680-388-14,http://www.openstreetmap.org/node/53862427,Willerby,"Yorkshire East Riding",3.58,,100
Willersey,-1.7,52.05,-1.8460798,52.0542736,IV1680-388-16,http://www.openstreetmap.org/node/25510165,Willersey,Gloucestershire,2.81,,100
Willersley,-2.91,52.15,-3.0069283,52.1204596,IV1680-388-17,http://www.openstreetmap.org/node/29271441,Willersley,Herefordshire,4.33,,100
Willesborough,0.85,51.11,0.9087306,51.1422072,IV1680-388-18,http://www.openstreetmap.org/node/251214335,"Willesborough Lees",Kent,0.56,,83.87
Willesdon,-0.15,51.58,-0.2358661,51.5466216,IV1680-388-19,http://www.openstreetmap.org/node/27365501,Willesden,Middlesex,2.03,,88.89
Willesford,-0.41,53.01,-0.5051487,52.9754322,IV1680-388-20,http://www.openstreetmap.org/node/243511401,Wilsford,Lincolnshire,2.93,,88.89
Williamston,-4.6,51.83,-4.7541954,51.7117898,IV1680-388-23,http://www.openstreetmap.org/node/256226972,"East Williamston",Pembrokeshire,1.88,,81.48
Wilincote,-1.63,52.65,-1.667696,52.6092698,IV1680-388-26,http://www.openstreetmap.org/node/476467100,Wilnecote,Warwickshire,1.3,,88.89
Willingham,0.01,52.31,0.0592055,52.3140025,IV1680-388-31,http://www.openstreetmap.org/node/25297043,Willingham,Cambridgeshire,0.85,,100
Willingham,0.33,52.2,0.3785739,52.1602255,IV1680-388-32,http://www.openstreetmap.org/node/3708037967,"Willingham Green",Cambridgeshire,1.57,,76.92
Willingham,-0.53,53.41,-0.6853095,53.3501237,IV1680-388-33,http://www.openstreetmap.org/node/82510859,"Willingham by Stow",Lincolnshire,0.95,,71.43
Willingham,-0.33,53.28,-0.4555835,53.2391784,IV1680-388-34,http://www.openstreetmap.org/node/243406261,"Cherry Willingham",Lincolnshire,3.79,,74.07
Willington,-0.4,52.18,-0.3763016,52.1368585,IV1680-388-42,http://www.openstreetmap.org/node/35133889,Willington,Bedfordshire,0.97,,100
Willington,-2.55,53.26,-2.7033926,53.1958858,IV1680-388-44,http://www.openstreetmap.org/node/14694162,Willington,Cheshire,3.43,,100
Willington,-1.48,52.93,-1.5630055,52.853075,IV1680-388-45,http://www.openstreetmap.org/node/29531128,Willington,Derbyshire,1.58,,100
Willington,-1.33,54.75,-1.690453,54.7110471,IV1680-388-47,http://www.openstreetmap.org/node/434026200,Willington,Durham,0.48,,100
Willington,-2.75,53.08,-2.8761823,52.9995482,IV1680-388-48,http://www.openstreetmap.org/node/336637840,Wallington,Flintshire,6.05,,90
Willington,0.25,50.8,0.2458382,50.8066364,IV1680-388-52,http://www.openstreetmap.org/node/2239982048,Willingdon,Sussex,5.11,,90
Willington,0.18,50.81,0.194449,50.8213657,IV1680-388-53,http://www.openstreetmap.org/node/191761678,Wilmington,Sussex,1.29,,90
Willington,-1.48,52.08,-1.6124421,52.049328,IV1680-388-54,http://www.openstreetmap.org/node/1592877827,Willington,Warwickshire,2.31,,100
Willion,-0.23,51.98,-0.2203753,51.9602456,IV1680-388-56,http://www.openstreetmap.org/node/21552395,Willian,Hertfordshire,2.26,,85.71
Willisham,1.03,52.21,1.0136383,52.1197967,IV1680-388-57,http://www.openstreetmap.org/node/1949098068,Willisham,Suffolk,1.54,,100
Willitoft,-0.61,53.86,-0.8713965,53.8110452,IV1680-388-58,http://www.openstreetmap.org/node/88531982,Willitoft,"Yorkshire East Riding",2.39,,100
Williton,-3.41,51.16,-3.3208484,51.1607575,IV1680-388-59,http://www.openstreetmap.org/node/1780352125,Williton,Somerset,2.67,,100
Williton,-0.78,54.6,-1.0969979,54.5701905,IV1680-388-60,http://www.openstreetmap.org/node/644944021,Wilton,"Yorkshire North Riding",2.14,,85.71
Willoughby,0.3,53.3,0.2007866,53.2246381,IV1680-389-01,http://www.openstreetmap.org/node/1798155656,Willoughby,Lincolnshire,2.4,,100
Willoughby,-0.45,53.01,-0.5624113,52.9803891,IV1680-389-02,http://www.openstreetmap.org/node/243511440,"West Willoughby",Lincolnshire,1.24,,80
Wilmington,0.23,51.46,0.2026679,51.4271361,IV1680-389-14,http://www.openstreetmap.org/node/58685763,Wilmington,Kent,0.48,,100
Wilsden,-1.6,53.88,-1.8609341,53.8216893,IV1680-389-20,http://www.openstreetmap.org/node/432854807,Wilsden,"Yorkshire West Riding",2.3,,100
Wilsford,-1.81,51.36,-1.8594695,51.3141159,IV1680-389-21,http://www.openstreetmap.org/node/429236796,Wilsford,Wiltshire,3.12,,100
Wilsford,-1.76,51.21,-1.8103,51.1576798,IV1680-389-22,http://www.openstreetmap.org/node/2452121665,Wilsford,Wiltshire,1.38,,100
Wilsick,-1.03,53.45,-1.1485208,53.4565609,IV1680-389-24,http://www.openstreetmap.org/node/610608731,Wilsic,"Yorkshire West Riding",5.54,,92.31
Wilsterne,-0.63,51.83,-0.6891401,51.8178732,IV1680-389-28,http://www.openstreetmap.org/node/259198966,Wilstone,Hertfordshire,1.02,,82.35
Wilsthorp,0.03,54.13,-0.2142536,54.0607459,IV1680-389-31,http://www.openstreetmap.org/node/57869479,Wilsthorpe,"Yorkshire East Riding",0.88,,94.74
Wilthorp,-0.26,52.75,-0.3854239,52.7102175,IV1680-389-33,http://www.openstreetmap.org/node/1779198536,Wilsthorpe,Lincolnshire,1.73,,88.89
Wilton,-3.2,54.61,-3.490013,54.4853399,IV1680-389-35,http://www.openstreetmap.org/node/323957319,Wilton,Cumberland,5.06,,100
Wilton,-3.21,51.03,-3.1055951,51.0088677,IV1680-389-38,http://www.openstreetmap.org/node/321901034,Wilton,Somerset,2.59,,100
WILTON,-1.83,51.13,-1.8607051,51.0805315,IV1680-389-40,http://www.openstreetmap.org/node/271446,Wilton,Wiltshire,0.46,,100
Wilton,-1.55,51.36,-1.6175039,51.3519,IV1680-389-42,http://www.openstreetmap.org/node/340402093,Wilton,Wiltshire,0.41,,100
Wilton,-0.46,54.3,-0.6795653,54.2335645,IV1680-389-43,http://www.openstreetmap.org/node/29072072,Wilton,"Yorkshire North Riding",3.89,,100
Wimbleton,-0.73,54.28,-0.9745006,54.2468436,IV1680-389-55,http://www.openstreetmap.org/node/29072082,Wombleton,"Yorkshire North Riding",1.69,,88.89
Wimboldesley,-2.33,53.25,-2.4636807,53.166713,IV1680-389-56,http://www.openstreetmap.org/node/1620293529,Wimboldsley,Cheshire,0.31,,95.65
Wimbotsham,0.48,52.65,0.3920756,52.6199607,IV1680-390-01,http://www.openstreetmap.org/node/338818313,Wimbotsham,Norfolk,1.56,,100
Wimerling,-1.08,50.86,-1.0795105,50.8500632,IV1680-390-02,http://www.openstreetmap.org/node/360810092,Wymering,Hampshire,1.51,,82.35
Wimmington,-0.56,52.28,-0.601502,52.2687495,IV1680-390-06,http://www.openstreetmap.org/node/287121754,Wymington,Bedfordshire,0.84,,84.21
Wimple,-0.06,52.16,-0.0326994,52.1316332,IV1680-390-07,http://www.openstreetmap.org/node/275941797,Wimpole,Cambridgeshire,1.62,,92.31
Wimslow,-2.06,53.41,-2.2327511,53.3261292,IV1680-390-09,http://www.openstreetmap.org/node/25676239,Wilmslow,Cheshire,0.41,,93.33
Wimston,-1.46,50.96,-1.4530967,50.9247665,IV1680-390-10,http://www.openstreetmap.org/node/263002789,Wimpson,Hampshire,0.48,,85.71
Wimswold,-0.93,52.86,-1.1051133,52.8053044,IV1680-390-11,http://www.openstreetmap.org/node/1194854865,Wymeswold,Leicestershire,1.28,,82.35
WINCAUNTON,-2.41,51.13,-2.4112309,51.0560417,IV1680-390-13,http://www.openstreetmap.org/node/890077752,Wincanton,Somerset,0.12,,94.74
Winceby,0.05,53.26,-0.025208,53.1954339,IV1680-390-14,http://www.openstreetmap.org/node/29281997,Winceby,Lincolnshire,2.03,,100
Wincham,-2.3,53.4,-2.4716592,53.284955,IV1680-390-15,http://www.openstreetmap.org/node/243511913,Wincham,Cheshire,4.53,,100
WINCHCOMB,-1.83,51.96,-1.9654862,51.9529872,IV1680-390-16,http://www.openstreetmap.org/node/21238595,Winchcombe,Gloucestershire,0.37,,94.74
Winchfield,-0.8,51.3,-0.9111492,51.2854204,IV1680-390-24,http://www.openstreetmap.org/node/638774436,Winchfield,Hampshire,3.33,,100
Winckton,-1.81,50.81,-1.8780686,50.7428875,IV1680-390-30,http://www.openstreetmap.org/node/17858832,Winton,Hampshire,6.4,,85.71
Winderton,-1.4,52.11,-1.5246208,52.0633727,IV1680-390-35,http://www.openstreetmap.org/node/1612779312,Winderton,Warwickshire,2.23,,100
"Wind gate",-1.05,54.76,-1.3810305,54.7309409,IV1680-390-37,http://www.openstreetmap.org/node/29348368,Wingate,Durham,0.6,,87.5
Windham,-0.21,51.01,-0.2420278,50.9673551,IV1680-390-40,http://www.openstreetmap.org/node/29543386,Wineham,Sussex,1.09,,85.71
Windle,-2.58,53.56,-2.7659515,53.4681177,IV1680-390-41,http://www.openstreetmap.org/node/30581671,Windle,Lancashire,1.85,,100
Windlesham,-0.35,51.35,-0.6542309,51.3648993,IV1680-390-42,http://www.openstreetmap.org/node/45472961,Windlesham,Surrey,1.2,,100
Windleston,-1.23,54.7,-1.5935841,54.653673,IV1680-390-43,http://www.openstreetmap.org/node/822177972,Windlestone,Durham,2.94,,95.24
Winesford,-3.66,51.11,-3.5631364,51.1027713,IV1680-390-56,http://www.openstreetmap.org/node/1902096646,Winsford,Somerset,0.64,,94.12
Winestow,-2.7,51.83,-2.7484379,51.7949411,IV1680-390-57,http://www.openstreetmap.org/node/577409741,Wonastow,Monmouthshire,2.77,,75
Winfarthing,1.13,52.53,1.1001241,52.4300729,IV1680-390-58,http://www.openstreetmap.org/node/2057640903,Winfarthing,Norfolk,1.44,,100
Winforton,-2.95,52.13,-3.0281111,52.116942,IV1680-391-01,http://www.openstreetmap.org/node/29271445,Winforton,Herefordshire,1.21,,100
Wing,-0.65,51.93,-0.7180656,51.8964455,IV1680-391-04,http://www.openstreetmap.org/node/446879110,Wing,Buckinghamshire,0.8,,100
Winge,-0.61,52.66,-0.6847683,52.6180039,IV1680-391-07,http://www.openstreetmap.org/node/18379752,Wing,Rutland,0.86,,88.89
Winger-worth,-1.28,53.25,-1.4347385,53.2032155,IV1680-391-08,http://www.openstreetmap.org/node/28385464,Wingerworth,Derbyshire,0.39,,95.65
Wingfield,1.35,52.48,1.2696162,52.3453122,IV1680-391-12,http://www.openstreetmap.org/node/288065888,Wingfield,Suffolk,1.37,,100
Wingrave,-0.68,51.88,-0.7388125,51.8625421,IV1680-391-19,http://www.openstreetmap.org/node/503573046,Wingrave,Buckinghamshire,0.66,,100
Winhall,-1.25,51.11,-1.2988363,51.064723,IV1680-391-21,http://www.openstreetmap.org/node/7314055292,Winnall,Hampshire,1.84,,85.71
Winkborn,-0.83,53.15,-0.9405107,53.1187529,IV1680-391-25,http://www.openstreetmap.org/node/298287715,Winkburn,Nottinghamshire,2.75,,87.5
Winnal,-2.78,52.03,-2.7994339,52.0056566,IV1680-391-31,http://www.openstreetmap.org/node/3293308012,Winnal,Herefordshire,2.99,,100
Winnington,-2.38,53.36,-2.5317139,53.2637221,IV1680-391-34,http://www.openstreetmap.org/node/3339262629,Winnington,Cheshire,0.55,,100
Winscomb,-2.91,51.35,-2.8334616,51.3139428,IV1680-391-39,http://www.openstreetmap.org/node/312386386,Winscombe,Somerset,2.68,,94.12
Winsgell,-2.23,54.81,-2.6514278,54.707648,IV1680-391-42,http://www.openstreetmap.org/node/242932607,Winskill,Cumberland,1.96,,75
Winsham,-3,50.91,-2.8899712,50.8535775,IV1680-391-43,http://www.openstreetmap.org/node/1449409903,Winsham,Somerset,0.63,,100
Winslade,-0.95,51.28,-1.0623249,51.2285599,IV1680-391-45,http://www.openstreetmap.org/node/1814777306,Winslade,Hampshire,2.06,,100
WINSLOW,-0.78,51.96,-0.8816234,51.9444134,IV1680-391-49,http://www.openstreetmap.org/node/33521450,Winslow,Buckinghamshire,0.73,,100
Winstanley,-2.51,53.61,-2.709167,53.5110743,IV1680-391-51,http://www.openstreetmap.org/node/29369456,Winstanley,Lancashire,1.98,,100
WINSTER,-1.5,53.21,-1.642726,53.1413487,IV1680-391-52,http://www.openstreetmap.org/node/29357102,Winster,Derbyshire,0.33,,100
Winston,-1.43,54.56,-1.7832404,54.5464531,IV1680-391-55,http://www.openstreetmap.org/node/433920746,Winston,Durham,1.36,,100
Winston,-1.81,51.78,-1.8698038,51.7768708,IV1680-391-57,http://www.openstreetmap.org/node/253859692,Winson,Gloucestershire,2.48,,92.31
Winston,1.25,52.31,1.1940201,52.2088954,IV1680-391-59,http://www.openstreetmap.org/node/289214710,Winston,Suffolk,2.25,,100
Winteley,-2.3,53.2,-2.3796174,53.1114552,IV1680-392-02,http://www.openstreetmap.org/node/27453582,Winterley,Cheshire,1.8,,94.12
Winterborn,-1.28,51.48,-1.3452049,51.4469993,IV1680-392-03,http://www.openstreetmap.org/node/2282226410,Winterbourne,Berkshire,1.85,,90.91
Winterborn,-2.6,51.56,-2.5090336,51.5224327,IV1680-392-05,http://www.openstreetmap.org/node/60646428,Winterbourne,Gloucestershire,1.49,,90.91
Winterborn,-1.81,54.08,-2.1013064,54.023621,IV1680-392-06,http://www.openstreetmap.org/node/431435970,Winterburn,"Yorkshire West Riding",1.31,,90
Winteringham,-0.4,53.76,-0.590982,53.6878513,IV1680-392-27,http://www.openstreetmap.org/node/243382873,Winteringham,Lincolnshire,1.11,,100
Winteringham,-0.41,54.2,-0.6491055,54.1478644,IV1680-392-28,http://www.openstreetmap.org/node/55441864,Wintringham,"Yorkshire East Riding",3.21,,95.65
Winterset,-1.25,53.53,-1.4225774,53.6368142,IV1680-392-30,http://www.openstreetmap.org/node/29797261,Wintersett,"Yorkshire West Riding",6.05,,94.74
Winterton,1.66,52.86,1.6909471,52.7154002,IV1680-392-35,http://www.openstreetmap.org/node/299160188,Winterton-on-Sea,Norfolk,0.26,,72
Winthorp,0.4,53.26,0.3346971,53.1657623,IV1680-392-37,http://www.openstreetmap.org/node/244452686,Winthorpe,Lincolnshire,2.03,,94.12
Winthorp,-0.68,53.16,-0.7864529,53.1000402,IV1680-392-38,http://www.openstreetmap.org/node/243748131,Winthorpe,Nottinghamshire,0.89,,94.12
Winton,-2.03,54.56,-2.3331633,54.4904643,IV1680-392-42,http://www.openstreetmap.org/node/29536189,Winton,Westmorland,2.36,,100
Winton,-1.03,54.36,-1.3702332,54.3630268,IV1680-392-43,http://www.openstreetmap.org/node/54903883,Winton,"Yorkshire North Riding",6.14,,100
Winwick,-0.33,52.4,-0.3798942,52.4131438,IV1680-392-46,http://www.openstreetmap.org/node/442715368,Winwick,Huntingdonshire,2.38,,100
Winwick,-2.41,53.51,-2.5966935,53.4309832,IV1680-392-47,http://www.openstreetmap.org/node/1805157220,Winwick,Lancashire,0.16,,100
Winwick,-0.98,52.41,-1.08172,52.35814,IV1680-392-48,http://www.openstreetmap.org/node/679991680,Winwick,Northamptonshire,1.36,,100
Winworth,-2.03,53.73,-2.1734056,53.6644268,IV1680-392-50,http://www.openstreetmap.org/node/30844309,Whitworth,Lancashire,1.09,,82.35
WIRKSWORTH,-1.45,53.15,-1.5732089,53.0821999,IV1680-392-54,http://www.openstreetmap.org/node/29354360,Wirksworth,Derbyshire,0.68,,100
Wirswall,-2.63,53.05,-2.6802415,52.9926663,IV1680-392-55,http://www.openstreetmap.org/node/308836810,Wirswall,Cheshire,1.6,,100
Wisall,-0.96,52.88,-1.10321,52.8387254,IV1680-392-58,http://www.openstreetmap.org/node/256318095,Wysall,Nottinghamshire,2.99,,83.33
WISBICH,0.25,52.71,0.1606824,52.6651733,IV1680-392-59,http://www.openstreetmap.org/node/1589885620,Wisbech,Cambridgeshire,0.49,,85.71
Wisham,0.03,53.5,-0.0781559,53.4375684,IV1680-393-02,http://www.openstreetmap.org/node/29283886,Wyham,Lincolnshire,3.06,,72.73
Wishaw,-1.73,52.6,-1.7403231,52.5482605,IV1680-393-03,http://www.openstreetmap.org/node/20980129,Wishaw,Warwickshire,0.4,,100
Wisley,-0.38,51.38,-0.4774993,51.32338,IV1680-393-09,http://www.openstreetmap.org/node/2349996154,Wisley,Surrey,4.48,,100
Wispington,-0.1,53.26,-0.1953534,53.2281885,IV1680-393-11,http://www.openstreetmap.org/node/243463238,Wispington,Lincolnshire,1.61,,100
Wisset,1.51,52.5,1.4709239,52.3611085,IV1680-393-13,http://www.openstreetmap.org/node/54080023,Wissett,Suffolk,0.53,,92.31
Wistanton,-2.76,52.48,-2.838455,52.4650062,IV1680-393-15,http://www.openstreetmap.org/node/268227568,Wistanstow,Shropshire,4.17,,84.21
Wiston,1.01,53.01,1.0385579,52.9461714,IV1680-393-19,http://www.openstreetmap.org/node/1911453887,Wiveton,Norfolk,3.48,,76.92
Wiston,-0.75,53.43,-0.9206782,53.4007669,IV1680-393-20,http://www.openstreetmap.org/node/243891723,Wiseton,Nottinghamshire,1.08,,92.31
WISTON,-4.71,51.95,-4.8725262,51.8260158,IV1680-393-21,http://www.openstreetmap.org/node/117503075,Wiston,Pembrokeshire,1.09,,100
Wiston,-0.33,50.98,-0.3714948,50.9162502,IV1680-393-23,http://www.openstreetmap.org/node/3784322365,Wiston,Sussex,0.82,,100
Wistow,-0.11,52.38,-0.121366,52.4100175,IV1680-393-25,http://www.openstreetmap.org/node/20698650,Wistow,Huntingdonshire,0.72,,100
Wistow,-0.93,52.61,-1.0567992,52.5572656,IV1680-393-26,http://www.openstreetmap.org/node/30803140,Wistow,Leicestershire,0.88,,100
Wistow,-0.85,53.88,-1.1003587,53.8133173,IV1680-393-27,http://www.openstreetmap.org/node/21479567,Wistow,"Yorkshire West Riding",4.66,,100
Wiswall,-2.15,53.9,-2.3881635,53.8324942,IV1680-393-29,http://www.openstreetmap.org/node/30099950,Wiswell,Lancashire,7.27,,85.71
Witcomb,-2.48,50.75,-2.4012155,50.6927897,IV1680-393-33,http://www.openstreetmap.org/node/3842224034,Whitcombe,Dorset,2.25,,87.5
Witcomb,-2.4,51.41,-2.353159,51.3764627,IV1680-393-34,http://www.openstreetmap.org/node/13932446,Widcombe,Somerset,3.18,,80
Witcomb,-2.75,51,-2.7471372,50.9913392,IV1680-393-36,http://www.openstreetmap.org/node/1700228924,Witcombe,Somerset,3.63,,93.33
Witham,-1.23,51.8,-1.3116013,51.7748176,IV1680-393-39,http://www.openstreetmap.org/node/15843474,Wytham,Berkshire,1.84,,83.33
WITHAM,0.63,51.85,0.6383746,51.8019608,IV1680-393-40,http://www.openstreetmap.org/node/29685119,Witham,Essex,0.51,,100
Withcall,0.01,53.38,-0.0732965,53.3372789,IV1680-393-46,http://www.openstreetmap.org/node/29282178,Withcall,Lincolnshire,2.78,,100
Withdean,-0.08,50.91,-0.1574009,50.8521559,IV1680-393-48,http://www.openstreetmap.org/node/1342547456,Withdean,Sussex,4.79,,100
Withenshaw,-2.1,53.5,-2.2632079,53.3803596,IV1680-393-49,http://www.openstreetmap.org/node/5723864762,Wythenshawe,Cheshire,2.78,,85.71
